genera	gene_id
Desulfovibrio	TUFM
Victivallis	TPI1
Bilophila	CBS
Enterococcus	PLK4
Roseburia	PAK4
Bilophila	SHMT2
Atopobium	RIDA
Salmonella	MAP3K3
Eggerthella	ICK
Aggregatibacter	ANPEP
Holdemania	NFS1
Veillonella	NEK4
Anaerostipes	FGFR2
Collinsella	ABCC9
Anaerotruncus	ABCB5
Butyrivibrio	BLK
Escherichia	TLK1
Eubacterium	NUAK2
Anaerofustis	ABCC2
Enterobacter	BCHE
Eggerthella	STK17A
Peptostreptococcus	PKN1
Actinomyces	IDH3G
Coprococcus	ENO1
Fusobacterium	PECR
Ruminococcus	IRAK4
Lactococcus	NEK11
Leuconostoc	CA2
Oribacterium	PHKG1
Dialister	NIM1K
Solobacterium	TXK
Selenomonas	DAPK1
Oxalobacter	PYGL
Oxalobacter	DPYD
Enterococcus	PRKACA
Weissella	NEK11
Enterococcus	GLUD1
Collinsella	RRM2
Bacteroides	LDHAL6A
Lactobacillus	ABCB5
Capnocytophaga	ADH1C
Veillonella	DNPEP
Bilophila	MTR
Solobacterium	CHEK1
Methanosphaera	WARS
Oxalobacter	PKM
Selenomonas	MTR
Faecalibacterium	ATP2C1
Blautia	DHODH
Acinetobacter	SGK3
Escherichia	PAK3
Holdemania	TYK2
Alistipes	GART
Granulicatella	DDR2
Blautia	DLAT
Haemophilus	OAT
Coprococcus	TAT
Pseudoflavonifractor	PYCR1
Bifidobacterium	SCLY
Pseudoflavonifractor	DCLK1
Collinsella	AKR1B1
Gemella	SLC1A1
Leuconostoc	IRAK1
Dorea	SPTLC1
Akkermansia	SIK1
Bifidobacterium	NIM1K
Weissella	MAP3K10
Anaerotruncus	SBK1
Atopobium	BMX
Slackia	SLC6A8
Bilophila	ATP6V1A
Phascolarctobacterium	PSAT1
Streptococcus	PSAT1
Faecalibacterium	MAP2K5
Leuconostoc	HCK
Atopobium	ABL2
Turicibacter	MAST1
Coprococcus	ECHS1
Faecalibacterium	MAP2K6
Enterococcus	LDHAL6A
Alistipes	HSD17B8
Klebsiella	PTGR2
Enterobacter	IDE
Blautia	EPHB2
Faecalibacterium	VARS
Holdemania	IDH3B
Bacteroides	ACSL4
Peptostreptococcus	AQP1
Coprococcus	ALDH18A1
Treponema	MAP2K5
Phascolarctobacterium	XDH
Anaerostipes	FGFR4
Faecalibacterium	CSF1R
Providencia	LCT
Ruminococcus	GSK3B
Pseudoflavonifractor	EEF1A1
Phascolarctobacterium	NUAK1
Streptococcus	NUAK1
Blautia	IRAK3
Capnocytophaga	NDUFS3
Megasphaera	ABCB5
Salmonella	ALDH4A1
Treponema	VARS
Bacteroides	FER
Streptococcus	STK16
Comamonas	GLUD1
Oribacterium	TNK2
Dialister	FES
Holdemania	HSD11B1
Lactobacillus	SBK1
Dialister	MAPK1
Ruminococcus	FGFR3
Enterococcus	NDUFV2
Solobacterium	PAICS
Actinomyces	IDH3A
Veillonella	PKN2
Clostridium	SLC1A1
Escherichia	HADH
Peptoniphilus	AURKB
Weissella	DAPK2
Gemella	PDPK1
Pseudoflavonifractor	SLC47A1
Faecalibacterium	PECR
Enterococcus	ACSL4
Lactobacillus	RDH13
Granulicatella	ROCK1
Lactobacillus	ERBB2
Subdoligranulum	MAP2K2
Faecalibacterium	GSK3A
Anaerofustis	RDH14
Megasphaera	MTAP
Dorea	CS
Anaerofustis	ULK1
Aggregatibacter	IMPDH1
Enterococcus	FER
Achromobacter	FBP1
Eubacterium	CAMK2G
Mitsuokella	MAST1
Campylobacter	OAT
Coprobacillus	HSD11B2
Akkermansia	RPS6KA3
Holdemania	MARK4
Gemella	GLUD2
Oxalobacter	GPT2
Turicibacter	MAP4K5
Eubacterium	UGDH
Turicibacter	DHODH
Acidaminococcus	MARK2
Veillonella	FYN
Coprobacillus	ABCB1
Fusobacterium	SHMT1
Lactococcus	GAPDHS
Phascolarctobacterium	IMPDH2
Streptococcus	IMPDH2
Turicibacter	AKR1D1
Victivallis	CPS1
Akkermansia	TIE1
Megasphaera	TSTA3
Collinsella	GLUD1
Enterococcus	MAP2K1
Weissella	GAPDHS
Aeromonas	IARS2
Providencia	HSD11B1
Treponema	LDHA
Eggerthella	MTAP
Anaerococcus	TNIK
Faecalibacterium	SRC
Oribacterium	CAMKK2
Anaerotruncus	EPRS
Faecalibacterium	SLC1A3
Butyrivibrio	OAT
Roseburia	TTK
Anaerofustis	ENO1
Coprococcus	EIF2AK1
Granulicatella	MYLK
Peptostreptococcus	STK26
Selenomonas	LCT
Clostridium	PDPK1
Blautia	IRAK1
Megasphaera	ERBB2
Peptoniphilus	UCK2
Capnocytophaga	ALAS1
Turicibacter	EPHB2
Veillonella	ACSS1
Coprobacillus	GPD1
Holdemania	LIMK2
Faecalibacterium	FGFR2
Escherichia	TSSK1B
Turicibacter	CHUK
Pseudoflavonifractor	TAOK3
Haemophilus	HIBADH
Atopobium	PAK2
Proteus	SLC6A8
Selenomonas	CDC42BPG
Anaerococcus	BLK
Oxalobacter	SPTLC3
Eggerthella	IARS
Peptostreptococcus	TUFM
Pseudoflavonifractor	CTH
Solobacterium	SORD
Streptococcus	GPT
Clostridium	GLUD2
Peptostreptococcus	EPHA3
Gemella	PIM1
Anaerofustis	TAT
Collinsella	LDHAL6A
Slackia	MAPK10
Bifidobacterium	HIPK3
Treponema	MAPK15
Mitsuokella	MAP4K5
Bifidobacterium	SLC22A6
Parabacteroides	DAPK1
Bacteroides	BTK
Oribacterium	CDK17
Peptoniphilus	NFS1
Haemophilus	MTRR
Veillonella	CDK16
Klebsiella	ACAA2
Oribacterium	NEK2
Eggerthella	RDH13
Lactococcus	SDHA
Pseudoflavonifractor	RPS6KA1
Desulfovibrio	ABCB1
Enterobacter	EARS2
Eggerthella	ERBB2
Lactococcus	MAPK3
Lactobacillus	LDHAL6B
Weissella	INSR
Eggerthella	SLC6A2
Mitsuokella	AKR1D1
Weissella	SDHA
Parabacteroides	PRDX1
Treponema	EPHA1
Coprococcus	STK3
Weissella	MAPK3
Citrobacter	HSD17B4
Acidaminococcus	ALDH5A1
Slackia	MINK1
Coprobacillus	PKMYT1
Coprobacillus	NEK11
Anaerofustis	ALDH18A1
Paraprevotella	MGAM
Pseudoflavonifractor	EPHA5
Victivallis	ACSS2
Slackia	SLC1A7
Butyrivibrio	MYLK2
Dorea	MTHFR
Leuconostoc	STK33
Oxalobacter	CBS
Prevotella	PHGDH
Phascolarctobacterium	PPIA
Streptococcus	PPIA
Victivallis	MAP3K12
Escherichia	MKNK2
Turicibacter	HSD17B10
Pyramidobacter	RRM1
Oxalobacter	SHMT2
Anaerostipes	EPHA7
Streptobacillus	ABCB11
Dorea	ABL1
Mitsuokella	CHUK
Enterococcus	BTK
Escherichia	PRKCZ
Escherichia	SLC22A8
Megasphaera	EPRS
Atopobium	MARK1
Enterobacter	ATP1A2
Peptoniphilus	TYK2
Desulfovibrio	GPD1
Alistipes	ALAS2
Alistipes	ENO1
Clostridium	PIM1
Lactococcus	PRKD1
Oribacterium	PIM3
Selenomonas	ARG2
Treponema	PAK6
Faecalibacterium	FGFR4
Dialister	AKR1C1
Coprococcus	SERPIND1
Bacteroides	DPP4
Lactococcus	SNRK
Coprobacillus	MAP3K10
Bilophila	FARSA
Fusobacterium	ALDH1A2
Weissella	PRKD1
Selenomonas	FARSA
Ruminococcus	STK4
Helicobacter	EARS2
Prevotella	EIF2AK4
Olsenella	ERN1
Victivallis	GATB
Acidaminococcus	AGXT2
Klebsiella	AKR1B10
Salmonella	CAMK2G
Enterococcus	MERTK
Oribacterium	LDHB
Eubacterium	KYAT3
Treponema	ZAP70
Coprococcus	MT-ND4
Succinatimonas	AKR1C4
Granulicatella	SLC3A1
Haemophilus	RRM1
Actinomyces	ABL2
Proteus	PYGL
Collinsella	MAP2K1
Alistipes	TAT
Eubacterium	STK38
Enterococcus	CRYZ
Holdemania	PRKCE
Klebsiella	LDHC
Escherichia	GLS2
Sutterella	ABCC8
Leuconostoc	CTPS1
Bifidobacterium	AKR1C1
Coprobacillus	AAK1
Helicobacter	ATP1A2
Escherichia	TPI1
Treponema	CDKL2
Mitsuokella	HSD17B10
Odoribacter	RDH12
Leuconostoc	HPGD
Eggerthella	LDHAL6B
Peptoniphilus	MYLK3
Eggerthella	TAOK2
Ruminococcus	NIM1K
Roseburia	HSD11B1
Faecalibacterium	ACHE
Akkermansia	TXK
Anaerococcus	FARS2
Leuconostoc	NME1
Roseburia	MGAM
Coprobacillus	DAPK2
Eggerthella	SLC6A4
Bifidobacterium	SLC7A2
Slackia	FTH1
Anaerofustis	EIF2AK1
Coprococcus	STK35
Granulicatella	GPX4
Veillonella	ROCK1
Anaerostipes	JAK2
Butyrivibrio	CTSL
Gemella	SLC5A5
Campylobacter	ASRGL1
Granulicatella	ABCC9
Holdemania	BCHE
Solobacterium	GART
Anaerotruncus	DLD
Blautia	CDKL1
Anaerostipes	DNMT1
Gemella	FGFR1
Blautia	CFTR
Methanobrevibacter	ACSS1
Veillonella	SLC7A3
Acinetobacter	PAK3
Lactobacillus	NQO2
Pseudoflavonifractor	CAMK1G
Blautia	NDUFS1
Phascolarctobacterium	MARK2
Streptococcus	MARK2
Anaerotruncus	HSPA8
Weissella	CA5A
Akkermansia	SLC5A1
Dialister	STK38L
Peptostreptococcus	NEK3
Blautia	STK33
Coprobacillus	GAPDHS
Roseburia	MARK4
Gemella	ABCG2
Victivallis	MAST1
Lactobacillus	DLD
Paraprevotella	NADSYN1
Anaerotruncus	PLK2
Providencia	FKBP1A
Methanosphaera	ADH1C
Parabacteroides	CDC42BPG
Pseudoflavonifractor	IGF1R
Delftia	OXCT2
Odoribacter	PC
Campylobacter	RRM1
Anaerofustis	STK3
Aeromonas	HPD
Faecalibacterium	ATP1A1
Veillonella	MYLK
Treponema	FRK
Methanobrevibacter	METAP2
Lactococcus	LIMK1
Eubacterium	PAPSS1
Dorea	STK32A
Peptoniphilus	STK26
Peptostreptococcus	DAPK3
Anaerotruncus	PRKCQ
Coprococcus	GPT2
Providencia	HAGH
Solobacterium	ABCC2
Atopobium	MYO3A
Veillonella	TYMS
Clostridium	SLC5A5
Akkermansia	PAICS
Veillonella	PRKCI
Citrobacter	ACSL4
Treponema	ATP1A1
Eubacterium	SLC3A1
Klebsiella	GLS
Acidaminococcus	PPIF
Turicibacter	ALDH1A3
Clostridium	FGFR1
Leuconostoc	HSD17B1
Peptoniphilus	SIK2
Lactobacillus	PLK2
Anaerococcus	SDS
Bilophila	CHD1
Roseburia	LIMK2
Peptoniphilus	MAP4K4
Oribacterium	TLK2
Faecalibacterium	EPHA6
Actinomyces	PAK2
Slackia	DAPK1
Campylobacter	IDH3G
Lactococcus	PAK5
Bacteroides	LCK
Anaerotruncus	MAP3K4
Ruminococcus	DHRS4
Acidaminococcus	CHEK2
Haemophilus	IDH3A
Oribacterium	PCCA
Lactobacillus	PRKCQ
Dorea	ICK
Salmonella	KYAT3
Fusobacterium	DNMT1
Paraprevotella	MMAB
Blautia	CTPS1
Peptostreptococcus	ABCB1
Blautia	MAP3K13
Clostridium	ABCG2
Megasphaera	DLD
Coprobacillus	SDHA
Slackia	PRDX1
Anaerococcus	MYLK2
Bacteroides	PRKAA2
Coprobacillus	MAPK3
Clostridium	NAGK
Coprococcus	PAK4
Bacteroides	AS3MT
Methanosphaera	ACSS1
Leuconostoc	IMPA2
Faecalibacterium	PRKCB
Faecalibacterium	STK24
Dorea	STK17A
Blautia	HPGD
Desulfovibrio	GAPDHS
Porphyromonas	FDPS
Gemella	MAP2K3
Megasphaera	EPHA10
Victivallis	MAP4K5
Victivallis	DHODH
Klebsiella	ABCA1
Eubacterium	ABCC9
Anaerotruncus	PKLR
Eggerthella	NQO2
Butyrivibrio	IDH3G
Turicibacter	CDKL1
Acidaminococcus	ATP2C1
Parabacteroides	MTHFD2
Parabacteroides	ARG2
Actinomyces	DLD
Oxalobacter	HSD17B6
Treponema	PRKCB
Treponema	STK24
Lactobacillus	MAP3K4
Mitsuokella	CARS2
Turicibacter	CFTR
Porphyromonas	VARS
Victivallis	AKR1D1
Ruminococcus	ABCB11
Blautia	NEK5
Roseburia	NADSYN1
Megasphaera	PLK2
Turicibacter	MAPK14
Enterococcus	LCK
Mitsuokella	ALDH1A3
Peptoniphilus	KYAT1
Actinomyces	HSPA8
Treponema	JAK1
Acidaminococcus	MAP3K1
Pseudoflavonifractor	ALDH5A1
Enterococcus	PRKAA2
Aeromonas	MME
Pseudoflavonifractor	HIPK2
Coprobacillus	PRKD1
Parabacteroides	CDK2
Aeromonas	SLC1A1
Bacteroides	ANPEP
Peptostreptococcus	TBK1
Escherichia	AOX1
Lactobacillus	PKLR
Actinomyces	PLK2
Victivallis	EPHB2
Enterobacter	EEF1A1
Aggregatibacter	SARS
Anaerofustis	STK35
Oribacterium	CHUK
Pyramidobacter	RIDA
Victivallis	CHUK
Phascolarctobacterium	SLC6A5
Phascolarctobacterium	AGXT2
Streptococcus	AGXT2
Enterobacter	OXCT2
Bacteroides	KCNF1
Akkermansia	SORD
Parabacteroides	SLK
Acinetobacter	TSSK1B
Leuconostoc	HSPA5
Desulfovibrio	SDHA
Ruminococcus	CSNK2A2
Atopobium	TYMP
Clostridium	MAP2K3
Anaerococcus	RIPK4
Eggerthella	AURKA
Desulfovibrio	MAPK3
Methanosphaera	PSPH
Anaerotruncus	WARS2
Odoribacter	SPTLC1
Holdemania	CES1
Megasphaera	MAP3K4
Desulfovibrio	HDAC7
Oxalobacter	HSD11B1
Proteus	CBS
Campylobacter	IDH3A
Odoribacter	ARG1
Peptostreptococcus	PKMYT1
Peptostreptococcus	NEK11
Weissella	GAA
Anaerostipes	MAP2K2
Solobacterium	ULK1
Dialister	YES1
Faecalibacterium	JAK2
Alistipes	PYGL
Succinatimonas	ABCB11
Abiotrophia	ABCB11
Alistipes	DPYD
Peptoniphilus	PRKCA
Roseburia	PRKCE
Selenomonas	KARS
Peptoniphilus	PRKACB
Mitsuokella	MAPK14
Blautia	HSD17B1
Eubacterium	HSD17B4
Mitsuokella	HARS
Alistipes	PKM
Ruminococcus	NDUFV1
Oscillibacter	PDHB
Acidaminococcus	PECR
Alistipes	MT-ND4
Weissella	MAPK11
Turicibacter	CTPS1
Turicibacter	MAP3K13
Slackia	CLK4
Megasphaera	PKLR
Phascolarctobacterium	SIK1
Streptococcus	SIK1
Lactobacillus	WARS2
Escherichia	AKR1C4
Dialister	NEK4
Parabacteroides	SGPL1
Veillonella	GPX4
Granulicatella	LDHAL6A
Butyrivibrio	IDH3A
Oribacterium	HSD17B3
Lactococcus	CIT
Holdemania	EARS2
Roseburia	HAGH
Oribacterium	HSD17B10
Anaerofustis	TOP2A
Dorea	ABCB5
Proteus	MTR
Peptostreptococcus	PCCB
Bifidobacterium	YES1
Bacteroides	GSR
Acinetobacter	MKNK2
Parabacteroides	ERBB4
Escherichia	ACSS2
Selenomonas	TNK1
Blautia	IMPA2
Subdoligranulum	POLR2A
Anaerostipes	STK36
Turicibacter	NEK5
Escherichia	MAP3K12
Anaerotruncus	HIBCH
Eubacterium	PLK4
Turicibacter	MTHFD1
Eggerthella	TEC
Eggerthella	SERPINC1
Bifidobacterium	NEK4
Holdemania	STK17B
Oribacterium	CAMKK1
Escherichia	STK4
Slackia	CDC42BPG
Holdemania	SLC6A9
Proteus	ATP6V1A
Bifidobacterium	GAPDH
Salmonella	CAMK1D
Atopobium	GPX8
Holdemania	ATP1A2
Enterococcus	MPG
Victivallis	IRAK1
Solobacterium	TAT
Haemophilus	EPRS
Acidaminococcus	CHEK1
Dorea	MTAP
Alistipes	NNT
Megasphaera	WARS2
Bacteroides	SGK3
Enterobacter	CTH
Klebsiella	XDH
Enterococcus	GSR
Acidaminococcus	FGFR2
Treponema	LYN
Veillonella	AKR1B1
Eubacterium	PRKACA
Bifidobacterium	SERPINA1
Akkermansia	ROS1
Coprococcus	TTK
Bacteroides	IMPDH1
Weissella	GPX3
Ruminococcus	HCK
Treponema	ABCC1
Actinomyces	WARS2
Roseburia	CTSS
Phascolarctobacterium	RPS6KA3
Anaerotruncus	SRMS
Streptococcus	RPS6KA3
Granulicatella	GPD1
Dorea	IARS
Actinomyces	MYO3A
Treponema	EIF2AK2
Treponema	MELK
Blautia	HSPA5
Shigella	ABCC8
Granulicatella	MAP2K1
Phascolarctobacterium	TIE1
Roseburia	KCNQ1
Aeromonas	DARS2
Akkermansia	GART
Citrobacter	PDXK
Mitsuokella	MTHFD1
Acidaminococcus	HADHA
Bifidobacterium	SLC7A9
Pseudoflavonifractor	PPIF
Enterococcus	SGK3
Dorea	RDH13
Dorea	LTK
Parabacteroides	ENPP1
Acidaminococcus	ODC1
Dorea	ERBB2
Holdemania	DCLK3
Dialister	NUAK2
Dorea	SLC6A2
Lactobacillus	SRMS
Peptostreptococcus	GAPDHS
Eubacterium	LDHAL6A
Helicobacter	CTH
Enterococcus	IMPDH1
Megasphaera	HIBCH
Slackia	MTHFD2
Lactococcus	MCCC1
Ruminococcus	LRRK2
Providencia	PPAT
Blautia	TYRO3
Pseudoflavonifractor	CHEK2
Oxalobacter	CHD1
Comamonas	GSR
Akkermansia	HSD17B8
Acidaminococcus	SHMT1
Salmonella	HSD17B4
Leuconostoc	KYAT3
Subdoligranulum	AURKB
Selenomonas	AKR1B10
Odoribacter	SDS
Dialister	NDUFS7
Dialister	FYN
Bifidobacterium	NUAK2
Escherichia	GANAB
Lactococcus	ASS1
Desulfovibrio	SLC22A5
Alistipes	SPTLC3
Oribacterium	CARS2
Pseudoflavonifractor	ATP2C1
Peptoniphilus	TBK1
Odoribacter	MTHFR
Capnocytophaga	ABCB1
Enterococcus	INSRR
Eubacterium	ACSL4
Selenomonas	LDHC
Slackia	SLK
Oribacterium	ALDH1A3
Oxalobacter	MMAB
Megasphaera	SRMS
Gemella	PHGDH
Faecalibacterium	RDH5
Providencia	GLS
Veillonella	GLUD1
Parabacteroides	KARS
Peptostreptococcus	SDHA
Bilophila	YARS
Salmonella	PLK4
Peptoniphilus	SLC6A3
Eubacterium	FER
Pseudoflavonifractor	MAP3K1
Blautia	ATP1A3
Peptostreptococcus	MAPK3
Oxalobacter	FKBP1A
Gemella	FGR
Dialister	ACSS1
Butyrivibrio	ABL2
Klebsiella	KCNC4
Oribacterium	ROCK2
Actinomyces	SRMS
Pseudoflavonifractor	MAP2K6
Actinomyces	TYMP
Paraprevotella	ATP1A2
Anaerotruncus	SERPINA6
Collinsella	GSR
Acidaminococcus	ACHE
Anaerococcus	IDH3A
Gemella	EIF2AK4
Pseudoflavonifractor	CSF1R
Bacteroides	TEK
Prevotella	RRM2B
Prevotella	MAP3K15
Subdoligranulum	UCK2
Oxalobacter	HAGH
Granulicatella	AAK1
Faecalibacterium	OXSR1
Coprobacillus	MAPK11
Dorea	TAOK2
Coprococcus	IDH3B
Salmonella	PRKACA
Eggerthella	PFAS
Anaerotruncus	PHYKPL
Actinobacillus	ABCC2
Faecalibacterium	STK36
Atopobium	CAMK1
Pediococcus	GSR
Enterococcus	FAAH
Dorea	SLC6A4
Victivallis	CDKL1
Sutterella	GGT1
Treponema	OXSR1
Bilophila	PPAT
Granulicatella	DAPK2
Gemella	SIK3
Victivallis	CFTR
Leuconostoc	PRKG2
Coprococcus	HSD11B1
Peptostreptococcus	PRKD1
Coprococcus	MGAM
Escherichia	NDUFS2
Slackia	ERBB4
Peptostreptococcus	SNRK
Oribacterium	MAPK14
Oribacterium	HARS
Eggerthella	CDK15
Clostridium	PHGDH
Solobacterium	STK3
Escherichia	DHODH
Capnocytophaga	HSP90B1
Escherichia	ABCB11
Turicibacter	MAP3K19
Victivallis	STK33
Pseudoflavonifractor	PECR
Roseburia	EARS2
Pseudoflavonifractor	GSK3A
Enterococcus	TEK
Lactobacillus	PHYKPL
Clostridium	FGR
Holdemania	PYCR1
Haemophilus	HSPA8
Veillonella	HSD11B2
Holdemania	DCLK1
Acidaminococcus	ALDH1A2
Veillonella	ABCB1
Ruminococcus	MAP3K3
Aeromonas	ABCG2
Clostridium	EIF2AK4
Lactococcus	H6PD
Acidaminococcus	CLCN2
Anaerococcus	SBK1
Enterobacter	GSTZ1
Olsenella	FARS2
Bacteroides	FOLH1
Leuconostoc	OTC
Peptoniphilus	ATP1A2
Klebsiella	AKR1C3
Anaerostipes	EPHA4
Prevotella	RDH12
Phascolarctobacterium	CHEK1
Streptococcus	CHEK1
Coprococcus	MARK4
Anaerostipes	HINT1
Akkermansia	RDH14
Bacteroides	ITK
Roseburia	SLC6A9
Citrobacter	KCNF1
Desulfovibrio	MAPK11
Akkermansia	ULK1
Bifidobacterium	CAMK2G
Clostridium	SIK3
Coprobacillus	GPX3
Turicibacter	ATP1A3
Lactococcus	ULK3
Bifidobacterium	UGDH
Anaerofustis	NFS1
Pseudoflavonifractor	SRC
Capnocytophaga	PCCB
Veillonella	GPD1
Bacteroides	ATP4A
Bifidobacterium	PSPH
Pyramidobacter	GCAT
Streptococcus	MAPK13
Leuconostoc	CAMK1D
Eubacterium	BTK
Megasphaera	PHYKPL
Mitsuokella	MAP3K19
Victivallis	CTPS1
Victivallis	MAP3K13
Streptococcus	SLC5A1
Pseudoflavonifractor	FGFR2
Veillonella	MAP2K1
Selenomonas	ABCA1
Victivallis	HPGD
Butyrivibrio	PAK2
Acidaminococcus	EPHA7
Akkermansia	ALAS2
Coprococcus	LIMK2
Akkermansia	ENO1
Enterococcus	ITK
Phascolarctobacterium	HADHA
Streptococcus	HADHA
Lactococcus	MAPK9
Turicibacter	FASN
Phascolarctobacterium	ODC1
Enterococcus	IKBKB
Parabacteroides	AKR1B10
Lactococcus	MAP3K6
Gemella	PIM3
Weissella	MAPK9
Clostridium	OXCT1
Anaerostipes	DARS
Treponema	MAP4K2
Victivallis	NEK5
Atopobium	MAP3K2
Dialister	ROCK1
Prevotella	PC
Enterococcus	ATP4A
Solobacterium	STK35
Campylobacter	HSPA8
Roseburia	DCLK3
Peptoniphilus	CASK
Streptococcus	PAICS
Bacteroides	TLK1
Haemophilus	GCAT
Leuconostoc	ACSL1
Enterobacter	ALDH5A1
Citrobacter	GSR
Acinetobacter	MAP3K12
Blautia	PRKG2
Blautia	GCSH
Ruminococcus	ALDH4A1
Akkermansia	TAT
Turicibacter	METAP1
Aggregatibacter	LTA4H
Atopobium	PYGL
Atopobium	DPYD
Acinetobacter	STK4
Achromobacter	SDHB
Anaerostipes	HSP90AB1
Providencia	PSAT1
Atopobium	PKM
Coprococcus	NADSYN1
Anaerofustis	IDH3B
Anaerococcus	EPRS
Anaerotruncus	SLC6A8
Butyrivibrio	HSPA8
Lactococcus	MGMT
Lactobacillus	CSNK1A1
Akkermansia	ECHS1
Providencia	XDH
Bifidobacterium	ROCK1
Peptoniphilus	DCLK2
Veillonella	MAP3K10
Pseudoflavonifractor	SHMT1
Sutterella	AKR1C1
Bacteroides	PAK3
Anaerococcus	ABL2
Akkermansia	ALDH18A1
Peptostreptococcus	PAK5
Anaerofustis	HSD11B1
Butyrivibrio	PLK2
Slackia	KARS
Leuconostoc	HSD17B4
Roseburia	QPRT
Pseudoflavonifractor	FGFR4
Holdemania	TAOK3
Succinatimonas	HPGD
Clostridium	PIM3
Dialister	MYLK
Mitsuokella	FASN
Blautia	OTC
Parabacteroides	PNP
Klebsiella	ASRGL1
Victivallis	SPTLC2
Sutterella	SLC7A2
Citrobacter	IMPDH1
Solobacterium	GPT2
Acidaminococcus	JAK2
Pyramidobacter	HSD17B8
Dialister	STK38
Gemella	NTRK1
Ruminococcus	NUAK2
Acidaminococcus	DNMT1
Alistipes	HSD17B6
Succinatimonas	ALDH4A1
Holdemania	RPS6KA1
Aggregatibacter	ACSS2
Acidaminococcus	ABCC2
Mitsuokella	METAP1
Fusobacterium	DARS
Methanobrevibacter	ABCB1
Enterococcus	PAK3
Mitsuokella	STK32A
Bifidobacterium	MYLK
Peptoniphilus	MARK3
Coprobacillus	AADAT
Anaerofustis	MARK4
Coprococcus	PRKCE
Collinsella	PDIA3
Veillonella	DAPK2
Bacteroides	SARS
Subdoligranulum	TUFM
Holdemania	EPHA5
Victivallis	IMPA2
Phascolarctobacterium	SORD
Streptococcus	SORD
Streptococcus	RDH11
Dorea	MAP3K4
Solobacterium	PAK4
Actinomyces	CAMK1
Salmonella	BTK
Bifidobacterium	STK38
Klebsiella	RRM1
Fusobacterium	TOP2A
Parabacteroides	MAP4K3
Turicibacter	TOP2B
Fusobacterium	HSP90AB1
Porphyromonas	ABCC1
Blautia	CLK1
Veillonella	SLC5A2
Proteus	FKBP1A
Treponema	MKNK1
Collinsella	IKBKB
Methanobrevibacter	GPD1
Faecalibacterium	HINT1
Prevotella	SPTLC1
Clostridium	NTRK1
Peptoniphilus	DCLK1
Blautia	ACSL1
Weissella	MUSK
Bilophila	XDH
Oxalobacter	SLC6A9
Odoribacter	ABCB5
Alistipes	HSD11B1
Oxalobacter	PPAT
Mitsuokella	STK17A
Selenomonas	NUAK1
Weissella	ABCC8
Anaerofustis	LIMK2
Roseburia	PYCR1
Streptococcus	CLCN2
Actinomyces	SLC6A8
Lactococcus	PDHA2
Gemella	ERN1
Subdoligranulum	KYAT1
Pseudoflavonifractor	ALDH1A2
Parabacteroides	ABCA1
Desulfovibrio	AADAT
Lactococcus	ABAT
Treponema	DNPEP
Methanosphaera	ABCB1
Enterococcus	CDK4
Anaerococcus	PAK2
Enterobacter	PPIF
Mitsuokella	TOP2B
Eubacterium	LCK
Peptostreptococcus	CIT
Anaerotruncus	MAPK10
Roseburia	EEF1A1
Weissella	EHHADH
Gardnerella	PYGB
Butyrivibrio	WARS2
Eggerthella	GLUD2
Butyrivibrio	MYO3A
Eubacterium	PRKAA2
Coprococcus	CTSS
Anaerofustis	NADSYN1
Bacteroides	TSSK1B
Lactobacillus	PAK1
Faecalibacterium	STK10
Enterobacter	SLC37A4
Akkermansia	STK3
Peptostreptococcus	IKBKE
Anaerostipes	AURKB
Anaerotruncus	MINK1
Prevotella	CS
Coprobacillus	MAPK9
Granulicatella	GSR
Ruminococcus	CAMK2G
Victivallis	MAP3K19
Acidaminococcus	ULK1
Atopobium	BRAF
Bacteroides	SUCLG1
Escherichia	CDKL1
Treponema	STK10
Weissella	IRAK4
Clostridium	TLK2
Haemophilus	G6PD
Coprococcus	KCNQ1
Granulicatella	BMP2K
Bifidobacterium	SLC3A1
Clostridium	ERN1
Roseburia	SLC47A1
Subdoligranulum	PRKCA
Selenomonas	IMPDH2
Ruminococcus	UGDH
Escherichia	CFTR
Veillonella	HDAC7
Clostridium	PCCA
Prevotella	FARS2
Subdoligranulum	PRKACB
Lactococcus	MAPK15
Collinsella	PAK3
Holdemania	CAMK1G
Dialister	ABCC9
Coprobacillus	P4HB
Anaerostipes	RAF1
Ruminococcus	DDR2
Pseudoflavonifractor	EPHA7
Enterobacter	ATP2C1
Aggregatibacter	NARS2
Anaerococcus	HSPA8
Actinomyces	MAP3K2
Peptoniphilus	LIMK1
Escherichia	STK33
Lactobacillus	MINK1
Lactococcus	EPHA1
Leuconostoc	STK39
Atopobium	PLK3
Anaerococcus	PLK2
Leuconostoc	JAK3
Thioalkalivibrio	ABCB11
Butyrivibrio	HIBCH
Bacteroides	PTK2B
Blautia	SLC6A1
Phascolarctobacterium	GART
Streptococcus	GART
Megasphaera	PAK1
Treponema	PKN2
Bacteroides	MKNK2
Acidaminococcus	MAP2K2
Blautia	PRKAA1
Anaerofustis	PRKCE
Akkermansia	PKM
Bilophila	GPT
Pyramidobacter	ENO1
Gemella	SYK
Victivallis	ATP1A3
Bacteroides	PRKCZ
Bacteroides	SLC22A8
Anaerococcus	PRKCQ
Akkermansia	MT-ND4
Bifidobacterium	ABCC9
Aeromonas	PHGDH
Enterobacter	VARS
Providencia	GOT1
Proteus	ACAA2
Subdoligranulum	NEK3
